Words,ans,Words_ipn,ans_ipn,Words_t1,ans_t1,Words_t2,ans_t2,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,thisRow.t,notes,Instruction01.started,Instruction_01.started,Instruction1.started,Instruction01.stopped,Instruction1.keys,Instruction1.rt,Instruction1.duration,Instruction02.started,Instruction_02.started,Instruction2.started,Instruction02.stopped,Instruction2.keys,Instruction2.rt,Instruction2.duration,Fix.started,fix.started,Fix.stopped,Practice_iso.started,text.started,key_resp_iso.started,Practice_iso.stopped,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,key_resp_iso.duration,Feedback_iso_Practice.started,fb.started,Feedback_iso_Practice.stopped,fix.stopped,fb.stopped,Instruction03.started,Instruction_03.started,key_resp_3.started,Instruction03.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Practic_ipn.started,text_2.started,key_resp_ipn.started,Practic_ipn.stopped,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,key_resp_ipn.duration,Feedback_ipn_Practice.started,fb_3.started,fb_3.stopped,Feedback_ipn_Practice.stopped,Instruction04.started,Instruction_04.started,key_resp_4.started,Instruction04.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Practice_t1.started,text_3.started,key_resp_t1.started,Practice_t1.stopped,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,key_resp_t1.duration,Feedback_t1.started,fb_2.started,Feedback_t1.stopped,fb_2.stopped,text_3.stopped,key_resp_t1.stopped,Instruction05.started,Instruction_05.started,key_resp_5.started,Instruction05.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Instruction06.started,Instruction_06.started,key_resp_6.started,Instruction06.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Practice_iso_reverse.started,text_4.started,key_resp_iso_reverse.started,Practice_iso_reverse.stopped,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,key_resp_iso_reverse.duration,Feedback_iso_reverse.started,fb_4.started,fb_4.stopped,Feedback_iso_reverse.stopped,Instruction07.started,Instruction_07.started,key_resp_7.started,Instruction07.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Practice_t2_reverse.started,text_5.started,key_resp_t2_reverse.started,Practice_t2_reverse.stopped,key_resp_t2_reverse.keys,key_resp_t2_reverse.corr,key_resp_t2_reverse.rt,key_resp_t2_reverse.duration,Feedback_t2_reverse.started,fb_7.started,fb_7.stopped,Feedback_t2_reverse.stopped,text_5.stopped,key_resp_t2_reverse.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,其他,i,,,,,,,,,,,0,19,19,69,,,,,,,,,,,,,142.4598673998844,,,,,,,,,,,,,,,,142.45769469998777,142.4598673998844,142.9536599998828,,,,,,,,,,,,142.95770849986002,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.95367760001682,142.95770849986002,142.95770849986002,144.44061639998108,None,0,,,144.44081879989244,144.4618883000221,145.44771469989792,145.45179169997573,144.4593394000549,144.4593394000549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,诚实,e,,,,,,,,,,,0,20,20,15,,,,,,,,,,,,,145.45179169997573,,,,,,,,,,,,,,,,145.44798499997705,145.45179169997573,145.93697339994833,,,,,,,,,,,,145.94100999995135,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.93699180008844,145.96666090004146,145.96666090004146,147.4562764998991,None,0,,,147.45651519997045,147.4593634000048,148.45568870007992,148.45828379993327,147.4593634000048,147.4593634000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,自己,e,,,,,,,,,,,0,21,21,73,,,,,,,,,,,,,148.45828379993327,,,,,,,,,,,,,,,,148.45592450001277,148.45828379993327,148.9433844999876,,,,,,,,,,,,148.94759169989266,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.9434058999177,148.96187449991703,148.96187449991703,150.44669879996218,None,0,,,150.44709550007246,150.4615988000296,151.45600629993714,151.45864450000226,150.4615988000296,150.4615988000296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,刻薄,i,,,,,,,,,,,0,22,22,33,,,,,,,,,,,,,151.45864450000226,,,,,,,,,,,,,,,,151.45626450004056,151.45864450000226,151.94271870004013,,,,,,,,,,,,151.94564629998058,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.94273360003717,151.95083019998856,151.95083019998856,153.43599610007368,None,0,,,153.43627980002202,153.45994149986655,154.4565367999021,154.46123000001535,153.44021630007774,153.44021630007774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,凶狠,i,,,,,,,,,,,0,23,23,42,,,,,,,,,,,,,154.46123000001535,,,,,,,,,,,,,,,,154.45685849990696,154.46123000001535,154.9546397998929,,,,,,,,,,,,154.95824329997413,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.9546576999128,154.95824329997413,154.95824329997413,156.45786110009067,None,0,,,156.4581029000692,156.46044890000485,157.4569808000233,157.45954339997843,156.46044890000485,156.46044890000485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,正直,e,,,,,,,,,,,0,24,24,16,,,,,,,,,,,,,157.45954339997843,,,,,,,,,,,,,,,,157.45725069986656,157.45954339997843,157.95426029991359,,,,,,,,,,,,157.95797619991936,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.95427850005217,157.95797619991936,157.95797619991936,159.45676869992167,None,0,,,159.4570005000569,159.45968930004165,160.4626402000431,,159.45968930004165,159.45968930004165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他的,i,,,,,,,,,,,0,25,25,77,,,,,,,,,,,,,160.46684019989334,,,,,,,,,,,,,,,,160.46288189990446,160.46684019989334,160.9611684998963,,,,,,,,,,,,160.96607690001838,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.96118599991314,160.96607690001838,160.96607690001838,162.4565894000698,None,0,,,162.4568391998764,162.46221840009093,163.45652640005574,163.45910450001247,162.46221840009093,162.46221840009093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,自己,e,,,,,,,,,,,0,26,26,53,,,,,,,,,,,,,163.45910450001247,,,,,,,,,,,,,,,,163.45677829999477,163.45910450001247,163.95457999990322,,,,,,,,,,,,163.95827100006863,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.95459949993528,163.95827100006863,163.95827100006863,165.44121830002405,None,0,,,165.44145389995538,165.4623328000307,166.45708959992044,166.46585649996996,165.44300729990937,165.44300729990937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我的,e,,,,,,,,,,,0,27,27,1,,,,,,,,,,,,,166.46585649996996,,,,,,,,,,,,,,,,166.45735280006193,166.46585649996996,166.96294109988958,,,,,,,,,,,,166.96749789989553,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.96295890002511,166.96749789989553,166.96749789989553,168.45714140008204,None,0,,,168.45736079989,168.46010800008662,169.45813610008918,169.46086469991133,168.46010800008662,168.46010800008662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,活泼,e,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,169.46086469991133,,,,,,,,,,,,,,,,169.45838119997643,169.46086469991133,169.95441900007427,,,,,,,,,,,,169.95842429995537,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.95443499996327,169.95842429995537,169.95842429995537,171.45655500004068,None,0,,,171.4567662999034,171.46062169992365,172.45718059991486,172.460128699895,171.46062169992365,171.46062169992365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,俺,e,,,,,,,,,,,0,29,29,4,,,,,,,,,,,,,172.460128699895,,,,,,,,,,,,,,,,172.45743660000153,172.460128699895,172.95513630006462,,,,,,,,,,,,172.9595311000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.95515220006928,172.9595311000012,172.9595311000012,174.45661989995278,None,0,,,174.45694079995155,174.46330059994943,175.45631449995562,175.45937180006877,174.46330059994943,174.46330059994943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他人,i,,,,,,,,,,,0,30,30,58,,,,,,,,,,,,,175.45937180006877,,,,,,,,,,,,,,,,175.45654470007867,175.45937180006877,175.953724199906,,,,,,,,,,,,175.95734489988536,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.95374160003848,175.95734489988536,175.95734489988536,177.4427956000436,None,0,,,177.44299010001123,177.4630287999753,178.45722340000793,178.4598268000409,177.44644139986485,177.44644139986485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,其他,i,,,,,,,,,,,0,31,31,59,,,,,,,,,,,,,178.4598268000409,,,,,,,,,,,,,,,,178.45758829987608,178.4598268000409,178.9556692999322,,,,,,,,,,,,178.95951869990677,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.95569109986536,178.95951869990677,178.95951869990677,180.45721190003678,None,0,,,180.45743399998173,180.45988380000927,181.45527329994366,181.45759909995832,180.45988380000927,180.45988380000927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,认真,e,,,,,,,,,,,0,32,32,20,,,,,,,,,,,,,181.45759909995832,,,,,,,,,,,,,,,,181.4555246999953,181.45759909995832,181.94364820001647,,,,,,,,,,,,181.96133530000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.94366410002112,181.96531990007497,181.96531990007497,183.45909560006112,None,0,,,183.45932470005937,183.46193429990672,184.45832219999284,184.4639153999742,183.46193429990672,183.46193429990672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,自己,e,,,,,,,,,,,0,33,33,63,,,,,,,,,,,,,184.4639153999742,,,,,,,,,,,,,,,,184.45858679991215,184.4639153999742,184.9550071998965,,,,,,,,,,,,184.95874179992825,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.95502809993923,184.95874179992825,184.95874179992825,186.26416300004348,i,0,1.302632600069046,None,186.26461629988626,186.27263460005634,187.25673860008828,187.2604286998976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,公正,e,,,,,,,,,,,0,34,34,23,,,,,,,,,,,,,187.2604286998976,,,,,,,,,,,,,,,,187.25697560003027,187.2604286998976,187.754195000045,,,,,,,,,,,,187.75839039986022,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.75421090004966,187.75839039986022,187.75839039986022,187.99073900002986,e,1,0.2208203999325633,None,187.99112039990723,187.99999419995584,188.9905199999921,188.99321480002254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我,e,,,,,,,,,,,0,35,35,60,,,,,,,,,,,,,188.99321480002254,,,,,,,,,,,,,,,,188.99084739992395,188.99321480002254,189.4894916000776,,,,,,,,,,,,189.49357519997284,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.4895090998616,189.49357519997284,189.49357519997284,190.98999270005152,None,0,,,190.99040169990622,190.9955883999355,191.99036509986036,191.99286210001446,190.9955883999355,190.9955883999355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,散漫,i,,,,,,,,,,,0,36,36,41,,,,,,,,,,,,,191.99286210001446,,,,,,,,,,,,,,,,191.9906353999395,191.99286210001446,192.48959979997016,,,,,,,,,,,,192.4932704998646,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.48961759987287,192.4932704998646,192.4932704998646,193.99000340001658,None,0,,,193.9904014999047,193.99302539997734,194.99081379990093,194.99370560003445,193.99302539997734,193.99302539997734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,虚伪,i,,,,,,,,,,,0,37,37,31,,,,,,,,,,,,,194.99370560003445,,,,,,,,,,,,,,,,194.99105699989013,194.99370560003445,195.49155490007252,,,,,,,,,,,,195.49524599988945,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.49157369998284,195.49524599988945,195.49524599988945,196.99000049987808,None,0,,,196.99021150008775,196.99277439992875,197.98964009992778,197.99263309990056,196.99277439992875,196.99277439992875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,热情,e,,,,,,,,,,,0,38,38,27,,,,,,,,,,,,,197.99263309990056,,,,,,,,,,,,,,,,197.9898971999064,197.99263309990056,198.4896322998684,,,,,,,,,,,,198.4932736000046,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.48965059989132,198.4932736000046,198.4932736000046,199.12598709994927,i,0,0.6172344000078738,None,199.12629180005752,199.12953869998455,200.12313929991797,200.12585620000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我的,e,,,,,,,,,,,0,39,39,51,,,,,,,,,,,,,200.12585620000027,,,,,,,,,,,,,,,,200.1233784998767,200.12585620000027,200.6103751999326,,,,,,,,,,,,200.6260283999145,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.61038949992508,200.6260283999145,200.6260283999145,200.89713489986025,e,1,0.2693032999522984,None,200.89741900004447,200.90312210004777,201.88980240002275,201.89276209985837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,俺,e,,,,,,,,,,,0,40,40,74,,,,,,,,,,,,,201.89276209985837,,,,,,,,,,,,,,,,201.89004019997083,201.89276209985837,202.3906187999528,,,,,,,,,,,,202.39430939988233,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.39063600008376,202.39430939988233,202.39430939988233,202.90366299985908,e,1,0.5067153999116272,None,202.90393789997324,202.91269190004095,203.897323400015,203.9009376000613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,勇敢,e,,,,,,,,,,,0,41,41,17,,,,,,,,,,,,,203.9009376000613,,,,,,,,,,,,,,,,203.8975158999674,203.9009376000613,204.39101259992458,,,,,,,,,,,,204.39526570006274,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.39103369996883,204.39526570006274,204.39526570006274,205.03202400007285,e,1,0.6325815999880433,None,205.03227550000884,205.03622299991548,206.0220788998995,206.0265271998942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,悲观,i,,,,,,,,,,,0,42,42,34,,,,,,,,,,,,,206.0265271998942,,,,,,,,,,,,,,,,206.02235280000605,206.0265271998942,206.52425469993614,,,,,,,,,,,,206.5288029999938,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.52427379996516,206.5288029999938,206.5288029999938,207.23605299997143,i,1,0.7031459000427276,None,207.23635949986055,207.2401727999095,208.22855950007215,208.23288069991395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,轻率,i,,,,,,,,,,,0,43,43,48,,,,,,,,,,,,,208.23288069991395,,,,,,,,,,,,,,,,208.22881700005382,208.23288069991395,208.72453829995357,,,,,,,,,,,,208.73062100005336,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.72455459996127,208.73062100005336,208.73062100005336,209.2877024000045,i,1,0.5413015999365598,None,209.28803399996832,209.2906202999875,210.28775470005348,210.29090710007586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,无私,e,,,,,,,,,,,0,44,44,22,,,,,,,,,,,,,210.29090710007586,,,,,,,,,,,,,,,,210.28801629994996,210.29090710007586,210.77396310004406,,,,,,,,,,,,210.7893775999546,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.77397749992087,210.7893775999546,210.7893775999546,211.16336199990474,e,1,0.3724179998971522,None,211.16376059991308,211.1698475999292,212.1553935999982,212.15789150004275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他人,i,,,,,,,,,,,0,45,45,68,,,,,,,,,,,,,212.15789150004275,,,,,,,,,,,,,,,,212.15564960008487,212.15789150004275,212.640648300061,,,,,,,,,,,,212.65777279995382,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.64066400006413,212.66064430004917,212.66064430004917,213.19095269986428,i,1,0.51802509999834,None,213.1912475998979,213.19493200001307,214.18960359995253,214.19281590008177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他们,i,,,,,,,,,,,0,46,46,66,,,,,,,,,,,,,214.19281590008177,,,,,,,,,,,,,,,,214.18984239990823,214.19281590008177,214.68870790000074,,,,,,,,,,,,214.69267020002007,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.68872469989583,214.69267020002007,214.69267020002007,215.06142510008067,i,1,0.36592449992895126,None,215.06172779994085,215.06575359986164,216.05647130007856,216.05954619986005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,他人,i,,,,,,,,,,,0,47,47,78,,,,,,,,,,,,,216.05954619986005,,,,,,,,,,,,,,,,216.05680039990693,216.05954619986005,216.54389970004559,,,,,,,,,,,,216.5598241998814,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.54391580005176,216.56323089986108,216.56323089986108,217.00467819999903,i,1,0.4360736000817269,None,217.0049364999868,217.02065690001473,218.005328200059,218.02116220002063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,杰出,e,,,,,,,,,,,0,48,48,13,,,,,,,,,,,,,218.02116220002063,,,,,,,,,,,,,,,,218.0055907999631,218.02116220002063,218.50771689997055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.50773090007715,218.52309100003913,218.52309100003913,218.99663660000078,e,1,0.470716199837625,None,218.9969178000465,219.00093739992008,219.99106179992668,219.99358989996836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,俺,e,,,,,,,,,,,0,49,49,54,,,,,,,,,,,,,219.99358989996836,,,,,,,,,,,,,,,,219.99131499999203,219.99358989996836,220.48935839999467,,,,,,,,,,,,220.4926326998975,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.48938490008004,220.4926326998975,220.4926326998975,220.8943984999787,i,0,0.40043439995497465,None,220.8947099999059,220.90025279996917,221.88831089995801,221.89086059993133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我们,e,,,,,,,,,,,0,50,50,52,,,,,,,,,,,,,221.89086059993133,,,,,,,,,,,,,,,,221.8885953000281,221.89086059993133,222.3739253000822,,,,,,,,,,,,222.38924920000136,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.37393840006553,222.3921026000753,222.3921026000753,222.9741513999179,e,1,0.5777919001411647,None,222.97450829995796,222.98929509986192,223.97389700007625,223.98924800008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,其他,i,,,,,,,,,,,0,51,51,79,,,,,,,,,,,,,223.98924800008535,,,,,,,,,,,,,,,,223.97410749993287,223.98924800008535,224.47474660002626,,,,,,,,,,,,224.48888610000722,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4747681999579,224.48888610000722,224.48888610000722,225.03523560008034,e,0,0.5418939001392573,None,225.03550489991903,225.0403660000302,226.02795660006814,226.03111930005252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,聪明,e,,,,,,,,,,,0,52,52,12,,,,,,,,,,,,,226.03111930005252,,,,,,,,,,,,,,,,226.02822529990226,226.03111930005252,226.52543419995345,,,,,,,,,,,,226.52909419988282,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.52544920006767,226.52909419988282,226.52909419988282,227.02173670008779,i,0,0.48712279996834695,None,227.02201379998587,227.02727449988015,228.02160859992728,228.02423350000754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,下贱,i,,,,,,,,,,,0,53,53,49,,,,,,,,,,,,,228.02423350000754,,,,,,,,,,,,,,,,228.0218475998845,228.02423350000754,228.5083631000016,,,,,,,,,,,,228.5257055000402,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.50838289991952,228.5257055000402,228.5257055000402,228.84125599986874,e,0,0.3105299000162631,None,228.84150219988078,228.85632240003906,229.84198660007678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我们,e,,,,,,,,,,,0,54,54,72,,,,,,,,,,,,,229.8476340000052,,,,,,,,,,,,,,,,229.8422735000495,229.8476340000052,230.3328001999762,,,,,,,,,,,,230.33776089991443,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.33281689998694,230.33776089991443,230.33776089991443,230.6075766000431,i,0,0.2623499999754131,None,230.6078761999961,230.62209489988163,231.60575819993392,231.6083477998618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,我的,e,,,,,,,,,,,0,55,55,71,,,,,,,,,,,,,231.6083477998618,,,,,,,,,,,,,,,,231.60599770001136,231.6083477998618,232.09122970001772,,,,,,,,,,,,232.0944810998626,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.09124560002238,232.0944810998626,232.0944810998626,232.42398429987952,e,1,0.3264237002003938,None,232.42426369991153,232.42836340004578,233.42279260000214,233.42537439987063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
,,,,鲁莽,i,,,,,,,,,,,0,56,56,38,,,,,,,,,,,,,233.42537439987063,,,,,,,,,,,,,,,,233.42305830004625,233.42537439987063,233.92350819986314,,,,,,,,,,,,233.9272195000667,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.9235258998815,233.9272195000667,233.9272195000667,234.1603916999884,i,1,0.22673709993250668,None,234.16067259991542,234.16406009998173,235.15606969990768,235.15889570000581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-08_19h16.40.807,IAT(test06),2024.1.4,None,2024-07-08 19h16.49.269378 +0800,
