Words,ans,Words_ipn,ans_ipn,Words_t1,ans_t1,Words_t2,ans_t2,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_ipn_Reverse.thisRepN,Practice_ipn_Reverse.thisTrialN,Practice_ipn_Reverse.thisN,Practice_ipn_Reverse.thisIndex,Formal_t2.thisRepN,Formal_t2.thisTrialN,Formal_t2.thisN,Formal_t2.thisIndex,thisRow.t,notes,Instruction01.started,Instruction_01.started,Instruction1.started,Instruction01.stopped,Instruction1.keys,Instruction1.rt,Instruction1.duration,Instruction02.started,Instruction_02.started,Instruction2.started,Instruction02.stopped,Instruction2.keys,Instruction2.rt,Instruction2.duration,Fix.started,fix.started,Fix.stopped,Practice_iso.started,text.started,key_resp_iso.started,Practice_iso.stopped,key_resp_iso.keys,key_resp_iso.corr,key_resp_iso.rt,key_resp_iso.duration,Feedback_iso_Practice.started,fb.started,Feedback_iso_Practice.stopped,Instruction03.started,Instruction_03.started,key_resp_3.started,Instruction03.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,Practic_ipn.started,text_2.started,key_resp_ipn.started,Practic_ipn.stopped,key_resp_ipn.keys,key_resp_ipn.corr,key_resp_ipn.rt,key_resp_ipn.duration,Feedback_ipn_Practice.started,fb_3.started,Feedback_ipn_Practice.stopped,Instruction04.started,Instruction_04.started,key_resp_4.started,Instruction04.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Practice_t1.started,text_3.started,key_resp_t1.started,Practice_t1.stopped,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,key_resp_t1.duration,Feedback_t1.started,fb_2.started,Feedback_t1.stopped,Instruction05.started,Instruction_05.started,key_resp_5.started,Instruction05.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Instruction06.started,Instruction_06.started,key_resp_6.started,Instruction06.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Practice_iso_reverse.started,text_4.started,key_resp_iso_reverse.started,Practice_iso_reverse.stopped,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,key_resp_iso_reverse.duration,Feedback_iso_reverse.started,fb_4.started,Feedback_iso_reverse.stopped,Instruction07.started,Instruction_07.started,key_resp_7.started,Instruction07.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,Practice_ipn_reverse.started,text_5.started,key_resp_ipn_reverse.started,Practice_ipn_reverse.stopped,key_resp_ipn_reverse.keys,key_resp_ipn_reverse.corr,key_resp_ipn_reverse.rt,key_resp_ipn_reverse.duration,Feedback_ipn_reverse.started,fb_5.started,Feedback_ipn_reverse.stopped,Instruction08.started,Instruction_08.started,key_resp_8.started,Instruction08.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,Practice_t2.started,text_6.started,key_resp_t2.started,Practice_t2.stopped,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,key_resp_t2.duration,Feedback_t2.started,fb_6.started,Feedback_t2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,其他,i,,,,,,,,,,,0,18,18,9,,,,,,,,,,,,,,,,,150.28462399996351,,,,,,,,,,,,,,,,150.26735859992914,150.28462399996351,150.76560439995956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.76564899994992,150.81216599990148,150.81216599990148,151.30967929994222,i,1,0.4481012000469491,None,151.30999919993337,151.35493619996123,152.3156157999765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,诚恳,e,,,,,,,,,,,0,19,19,29,,,,,,,,,,,,,,,,,152.34406529995613,,,,,,,,,,,,,,,,152.31613259995356,152.34406529995613,152.85788379993755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.85790089995135,152.90892219997477,152.90892219997477,153.69060319999699,i,0,0.7598909999942407,None,153.69117559993174,153.74199819995556,154.71224929997697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,公正,e,,,,,,,,,,,0,20,20,23,,,,,,,,,,,,,,,,,154.74806969997007,,,,,,,,,,,,,,,,154.7127148999134,154.74806969997007,155.20025759993587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.20027939998545,155.2500100999605,155.2500100999605,155.68415219988674,e,1,0.42472480004653335,None,155.68459669989534,155.7234701999696,156.7007878998993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,乐观,e,,,,,,,,,,,0,21,21,14,,,,,,,,,,,,,,,,,156.71580859995447,,,,,,,,,,,,,,,,156.70147939992603,156.71580859995447,157.20974209997803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.20980339997914,157.25718599988613,157.25718599988613,157.86944709997624,i,0,0.5813711000373587,None,157.87017519993242,157.93660409993026,158.8886265999172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,聪明,e,,,,,,,,,,,0,22,22,12,,,,,,,,,,,,,,,,,158.9241773999529,,,,,,,,,,,,,,,,158.8893540999852,158.9241773999529,159.38060029991902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.38065539998934,159.41617949993815,159.41617949993815,160.00514739996288,i,0,0.5743983000284061,None,160.00552059989423,160.04856999998447,161.01404379995074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,勤奋,e,,,,,,,,,,,0,23,23,18,,,,,,,,,,,,,,,,,161.0660437999759,,,,,,,,,,,,,,,,161.01446089998353,161.0660437999759,161.54499179997947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.5450413998915,161.58952969999518,161.58952969999518,161.80937319993973,e,1,0.2066006000386551,None,161.80965499999002,161.84149159991648,162.81940659997053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,猖狂,i,,,,,,,,,,,0,24,24,45,,,,,,,,,,,,,,,,,162.85998939990532,,,,,,,,,,,,,,,,162.81974499998614,162.85998939990532,163.36512139998376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.36517759994604,163.42668589996174,163.42668589996174,163.9358409999404,i,1,0.480075899977237,None,163.93634429993108,164.00144639995415,164.9791825999273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,机智,e,,,,,,,,,,,0,25,25,19,,,,,,,,,,,,,,,,,165.0242449999787,,,,,,,,,,,,,,,,164.9796630999772,165.0242449999787,165.46838999993633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.46843679994345,165.51774609996937,165.51774609996937,166.0525089999428,i,0,0.5107945000054315,None,166.053254099912,166.10752829990815,167.08720559999347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,鲁莽,i,,,,,,,,,,,0,26,26,38,,,,,,,,,,,,,,,,,167.10852679994423,,,,,,,,,,,,,,,,167.08759159990586,167.10852679994423,167.56709019991104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.56711339997128,167.6117839999497,167.6117839999497,168.28338779998012,i,1,0.6530057999771088,None,168.28386659990065,168.3376486999914,169.3335866999114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,刻薄,i,,,,,,,,,,,0,27,27,33,,,,,,,,,,,,,,,,,169.3755608999636,,,,,,,,,,,,,,,,169.33438919996843,169.3755608999636,169.80132489989046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.80134899995755,169.84190669993404,169.84190669993404,170.31857139989734,e,0,0.4333385999780148,None,170.31925149995368,170.36998889991082,171.3352652998874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,他的,i,,,,,,,,,,,0,28,28,7,,,,,,,,,,,,,,,,,171.3757251999341,,,,,,,,,,,,,,,,171.33581429999322,171.3757251999341,171.82458659994882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.82464439992327,171.8796963999048,171.8796963999048,172.09499769995455,i,1,0.19931830000132322,None,172.09586449991912,172.12788879999425,173.14855739998166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,正直,e,,,,,,,,,,,0,29,29,16,,,,,,,,,,,,,,,,,173.19627570000011,,,,,,,,,,,,,,,,173.14923069998622,173.19627570000011,173.6488762999652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.64889999991283,173.69729179993737,173.69729179993737,173.90508709999267,i,0,0.20039429992903024,None,173.9055855999468,173.9705382999964,174.92869739991147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,诚实,e,,,,,,,,,,,0,30,30,15,,,,,,,,,,,,,,,,,174.9634928999003,,,,,,,,,,,,,,,,174.92917789996136,174.9634928999003,175.42526539997198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.42532609996852,175.4623296998907,175.4623296998907,176.89699839998502,i,0,1.424422400072217,None,176.89758279989474,176.94497009995393,177.91586419998202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,下贱,i,,,,,,,,,,,0,31,31,49,,,,,,,,,,,,,,,,,177.96326799993403,,,,,,,,,,,,,,,,177.9168067999417,177.96326799993403,178.42905189993326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.42908429994714,178.47872069990262,178.47872069990262,179.90996669989545,None,0,,,179.9103988999268,179.94963029993232,180.9106622999534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,悲观,i,,,,,,,,,,,0,32,32,34,,,,,,,,,,,,,,,,,180.9524781999644,,,,,,,,,,,,,,,,180.91111749992706,180.9524781999644,181.4091921999352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.40927699999884,181.47475959989242,181.47475959989242,182.28724979993422,i,1,0.8012213000329211,None,182.28772109991405,182.35327490000054,183.288818199886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,冒失,i,,,,,,,,,,,0,33,33,39,,,,,,,,,,,,,,,,,183.31395389989484,,,,,,,,,,,,,,,,183.28959770000074,183.31395389989484,183.82426419993863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.82428899989463,183.86536739999428,183.86536739999428,184.11842099996284,i,1,0.24194490001536906,None,184.11912599997595,184.16544569993857,185.12020639993716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,无私,e,,,,,,,,,,,0,34,34,22,,,,,,,,,,,,,,,,,185.14982749999035,,,,,,,,,,,,,,,,185.12050499999896,185.14982749999035,185.62905949994456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.62908210000023,185.682777699898,185.682777699898,185.90876799996477,i,0,0.2004074000287801,None,185.9091489999555,185.9683791999705,186.9412990999408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,野蛮,i,,,,,,,,,,,0,35,35,46,,,,,,,,,,,,,,,,,186.99119479989167,,,,,,,,,,,,,,,,186.94182399997953,186.99119479989167,187.42769939999562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.4277187999105,187.4757055999944,187.4757055999944,187.4826311999932,i,1,1.7274831000249833,None,187.48316659999546,187.5233701999532,188.5236239999067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,冷静,e,,,,,,,,,,,0,36,36,26,,,,,,,,,,,,,,,,,188.56670949992258,,,,,,,,,,,,,,,,188.52418789989315,188.56670949992258,188.99586929997895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.99589909997303,189.06222439999692,189.06222439999692,189.7103043999523,i,0,0.6328722999896854,None,189.7109446999384,189.7600017999066,190.72567859990522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,凶狠,i,,,,,,,,,,,0,37,37,42,,,,,,,,,,,,,,,,,190.76853989996016,,,,,,,,,,,,,,,,190.72595259989612,190.76853989996016,191.2605373999104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.26059089996852,191.3138561999658,191.3138561999658,191.69479209999554,i,1,0.3701115999137983,None,191.6957093999954,191.7381637999788,192.72982719994616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,他人,i,,,,,,,,,,,0,38,38,8,,,,,,,,,,,,,,,,,192.7813474999275,,,,,,,,,,,,,,,,192.73009579989593,192.7813474999275,193.20139339996967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.20144979993347,193.24530629999936,193.24530629999936,194.73602630000096,None,0,,,194.7364876999054,194.79453829990234,195.73325219994877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,虚伪,i,,,,,,,,,,,0,39,39,31,,,,,,,,,,,,,,,,,195.75737709994428,,,,,,,,,,,,,,,,195.733727099956,195.75737709994428,196.196540899924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.19657629996073,196.25411599990912,196.25411599990912,197.71046589990146,None,0,,,197.71082299994305,197.72965249989647,198.7340253998991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,卑鄙,i,,,,,,,,,,,0,40,40,30,,,,,,,,,,,,,,,,,198.79996429989114,,,,,,,,,,,,,,,,198.73488599993289,198.79996429989114,199.21445059997495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.2144905999303,199.27070569992065,199.27070569992065,200.74270319996867,None,0,,,200.74312449991703,200.80420579994097,201.7060418999754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,他们,i,,,,,,,,,,,0,41,41,6,,,,,,,,,,,,,,,,,201.75327849993482,,,,,,,,,,,,,,,,201.70698469993658,201.75327849993482,202.28721369989216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2872743998887,202.39577659999486,202.39577659999486,203.20779849996325,i,1,0.7891402000095695,None,203.2081770999357,203.25414099998306,204.2408425998874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,愚蠢,i,,,,,,,,,,,0,42,42,32,,,,,,,,,,,,,,,,,204.27437259990256,,,,,,,,,,,,,,,,204.2418032999849,204.27437259990256,204.71956899994984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.71959189989138,204.7755900999764,204.7755900999764,205.93534099997487,i,1,1.1520360000431538,None,205.9358370999107,205.98300699994434,206.98442219989374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,我的,e,,,,,,,,,,,0,43,43,1,,,,,,,,,,,,,,,,,207.02825889992528,,,,,,,,,,,,,,,,206.98472069995478,207.02825889992528,207.44033339992166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.44034769991413,207.49275759991724,207.49275759991724,208.34931169997435,i,0,0.8071999999228865,None,208.34962889994495,208.40310779993888,209.35900219995528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,自私,i,,,,,,,,,,,0,44,44,43,,,,,,,,,,,,,,,,,209.39670699997805,,,,,,,,,,,,,,,,209.35940739989746,209.39670699997805,209.87576249998529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.87577789998613,209.92432479991112,209.92432479991112,210.151461499976,i,1,0.18570620007812977,None,210.1519672999857,210.20097919995897,211.199378099991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,热情,e,,,,,,,,,,,0,45,45,27,,,,,,,,,,,,,,,,,211.2438269999111,,,,,,,,,,,,,,,,211.19966639997438,211.2438269999111,211.677956599975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.6779808999272,211.739617299987,211.739617299987,212.17217759997584,i,0,0.39537579996977,None,212.17309529997874,212.2225847999798,213.1936195999151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,勇敢,e,,,,,,,,,,,0,46,46,17,,,,,,,,,,,,,,,,,213.23047999991104,,,,,,,,,,,,,,,,213.1941129999468,213.23047999991104,213.72761999990325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.7276550999377,213.74915819999296,213.74915819999296,213.80005839990918,i,0,0.013942199992015958,None,213.8012158999918,213.84226879989728,214.80714689998422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,自己,e,,,,,,,,,,,0,47,47,3,,,,,,,,,,,,,,,,,214.84521269996185,,,,,,,,,,,,,,,,214.80758439993951,214.84521269996185,215.31175449991133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.31181219988503,215.35898259992246,215.35898259992246,215.78984069998842,i,0,0.4133888999931514,None,215.79018159990665,215.84468099998776,216.80016129999422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,细腻,e,,,,,,,,,,,0,48,48,25,,,,,,,,,,,,,,,,,216.8479283999186,,,,,,,,,,,,,,,,216.8009894998977,216.8479283999186,217.35205129999667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.35208099999,217.39760009991005,217.39760009991005,217.64160729991272,i,0,0.2398168999934569,None,217.64226100000087,217.69353679998312,218.6733212999534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,暴躁,i,,,,,,,,,,,0,49,49,44,,,,,,,,,,,,,,,,,218.7141844999278,,,,,,,,,,,,,,,,218.67355319997296,218.7141844999278,219.14569649996702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.14585419988725,219.2109920999501,219.2109920999501,219.44044649996795,i,1,0.20392259990330786,None,219.44130929990206,219.490189599921,220.4469318999909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.44705949991476,220.4789616999915,220.4789616999915,225.86150579992682,space,5.347700000042096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,下贱,i,,,,,,,,,,,,,,,0,0,0,49,,,,,,,,,,,,,225.91270429990254,,,,,,,,,,,,,,,,225.88317479996476,225.91270429990254,226.3908500999678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.39087109989487,226.43680909997784,226.43680909997784,226.7536482999567,i,1,0.30731149995699525,None,226.75427539995871,226.7957199999364,227.75721779989544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,愚蠢,i,,,,,,,,,,,,,,,0,1,1,32,,,,,,,,,,,,,227.80233189999126,,,,,,,,,,,,,,,,227.7578696999699,227.80233189999126,228.25887009990402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.25888599990867,228.29698119999375,228.29698119999375,228.7968040999258,i,1,0.4866110000293702,None,228.79741899995133,228.85832549992483,229.8071391999256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,优秀,e,,,,,,,,,,,,,,,0,2,2,10,,,,,,,,,,,,,229.85745319991838,,,,,,,,,,,,,,,,229.807374099968,229.85745319991838,230.33746509999037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.3375231999671,230.38005699997302,230.38005699997302,230.87050619989168,i,0,0.46340499992948025,None,230.87087289988995,230.93095609999727,231.90427909989376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,勤奋,e,,,,,,,,,,,,,,,0,3,3,18,,,,,,,,,,,,,231.95353199995589,,,,,,,,,,,,,,,,231.9051433999557,231.95353199995589,232.37783109990414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.37787459988613,232.42128159990534,232.42128159990534,232.83795339998323,i,0,0.3736435000319034,None,232.83840759994928,232.890551499906,233.8655339999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,诚实,e,,,,,,,,,,,,,,,0,4,4,15,,,,,,,,,,,,,233.9216239999514,,,,,,,,,,,,,,,,233.8658443999011,233.9216239999514,234.3413326999871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.34135979996063,234.38924629997928,234.38924629997928,234.8530426999787,e,1,0.4575995000777766,None,234.85341369989328,234.8908572999062,235.8570053000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
,,,,热情,e,,,,,,,,,,,,,,,0,5,5,27,,,,,,,,,,,,,235.87594479997642,,,,,,,,,,,,,,,,235.85793059994467,235.87594479997642,236.39787079999223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.3978943999391,236.4555026999442,236.4555026999442,236.96883569995407,e,1,0.503741699969396,None,236.96924069989473,237.0096566999564,237.97116199997254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-07-05_15h04.00.146,IAT(test05),2024.1.4,None,2024-07-05 15h04.23.275378 +0800,
