﻿Instruction1.keys,Instruction1.rt,Instruction2.keys,Instruction2.rt,key_resp_iso.keys,key_resp_iso.corr,Practice_01.thisRepN,Practice_01.thisTrialN,Practice_01.thisN,Practice_01.thisIndex,Practice_01.ran,Words,ans,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_iso.rt,key_resp_3.keys,key_resp_3.rt,key_resp_ipn.keys,key_resp_ipn.corr,Practice_02.thisRepN,Practice_02.thisTrialN,Practice_02.thisN,Practice_02.thisIndex,Practice_02.ran,Words_ipn,ans_ipn,key_resp_ipn.rt,key_resp_4.keys,key_resp_4.rt,key_resp_t1.keys,key_resp_t1.corr,key_resp_t1.rt,Practice_T1.thisRepN,Practice_T1.thisTrialN,Practice_T1.thisN,Practice_T1.thisIndex,Practice_T1.ran,Words_t1,ans_t1,key_resp_5.keys,key_resp_5.rt,Formal_T1.thisRepN,Formal_T1.thisTrialN,Formal_T1.thisN,Formal_T1.thisIndex,Formal_T1.ran,key_resp_6.keys,key_resp_6.rt,key_resp_iso_reverse.keys,key_resp_iso_reverse.corr,key_resp_iso_reverse.rt,Practice_iso_Reverse.thisRepN,Practice_iso_Reverse.thisTrialN,Practice_iso_Reverse.thisN,Practice_iso_Reverse.thisIndex,Practice_iso_Reverse.ran,key_resp_7.keys,key_resp_7.rt,key_resp_t2_Practice.keys,key_resp_t2_Practice.corr,key_resp_t2_Practice.rt,Practice_t2_Reverse.thisRepN,Practice_t2_Reverse.thisTrialN,Practice_t2_Reverse.thisN,Practice_t2_Reverse.thisIndex,Practice_t2_Reverse.ran,Words_t2,ans_t2,key_resp_8.keys,key_resp_8.rt,key_resp_t2.keys,key_resp_t2.corr,key_resp_t2.rt,Formal_t2_reverse.thisRepN,Formal_t2_reverse.thisTrialN,Formal_t2_reverse.thisN,Formal_t2_reverse.thisIndex,Formal_t2_reverse.ran,key_instruct.keys,key_instruct.rt
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.7003,,,,,,凶狠,i,,,1,66,146,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.669,,,,,,聪明,e,,,1,67,147,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4661,,,,,,俺,e,,,1,68,148,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4418,,,,,,我,e,,,1,69,149,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5278,,,,,,其他,i,,,1,70,150,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5448,,,,,,诚恳,e,,,1,71,151,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.6815,,,,,,他们,i,,,1,72,152,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5777,,,,,,勤奋,e,,,1,73,153,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4754,,,,,,自己,e,,,1,74,154,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.4999,,,,,,认真,e,,,1,75,155,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5569,,,,,,他人,i,,,1,76,156,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5835,,,,,,自卑,i,,,1,77,157,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,e,1,0.5382,,,,,,自己,e,,,1,78,158,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,i,1,0.5756,,,,,,其他,i,,,1,79,159,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,他,e,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,21.8276,e,1,1.3077,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,我,i,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.5605,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,他人,e,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.7158,0,2,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,他们,e,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5289,0,3,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,俺,i,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.5714,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,其他,e,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5626,0,5,5,9,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,我们,i,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.591,0,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,自己,i,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.5961,0,7,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,我的,i,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.4672,0,8,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,他的,e,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5469,0,9,9,7,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,15.9021,i,1,0.9948,0,0,0,34,1,悲观,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,1.1943,0,1,1,23,1,公正,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,1.0341,0,2,2,9,1,其他,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5653,0,3,3,69,1,其他,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,1.4115,0,4,4,15,1,诚实,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.7579,0,5,5,2,1,我们,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.6813,0,6,6,54,1,俺,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,7,7,48,1,轻率,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.7858,0,8,8,3,1,自己,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.8209,0,9,9,40,1,执拗,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.5633,0,10,10,53,1,自己,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.4964,0,11,11,74,1,俺,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,1.2007,0,12,12,22,1,无私,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5632,0,13,13,65,1,他,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.4641,0,14,14,58,1,他人,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.5482,0,15,15,63,1,自己,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.7069,0,16,16,11,1,崇高,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.5888,0,17,17,44,1,暴躁,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.6501,0,18,18,66,1,他们,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.5146,0,19,19,60,1,我,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.6953,0,20,20,39,1,冒失,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.7842,0,21,21,27,1,热情,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.6265,0,22,22,49,1,下贱,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.6839,0,23,23,62,1,我们,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.7599,0,24,24,41,1,散漫,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5787,0,25,25,13,1,杰出,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.5644,0,26,26,72,1,我们,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.8011,0,27,27,12,1,聪明,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.778,0,28,28,14,1,乐观,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.7727,0,29,29,75,1,他,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.7304,0,30,30,31,1,虚伪,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.596,0,31,31,79,1,其他,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,1.0911,0,32,32,25,1,细腻,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.8178,0,33,33,37,1,傲慢,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.746,0,34,34,8,1,他人,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.6637,0,35,35,71,1,我的,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5804,0,36,36,78,1,他人,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.8146,0,37,37,42,1,凶狠,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.6204,0,38,38,64,1,俺,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.715,0,39,39,33,1,刻薄,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.576,0,40,40,21,1,稳重,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.6181,0,41,41,50,1,我,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.7128,0,42,42,57,1,他的,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.7319,0,43,43,18,1,勤奋,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.832,0,44,44,46,1,野蛮,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.7308,0,45,45,70,1,我,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,1.0038,0,46,46,26,1,冷静,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.664,0,47,47,36,1,自卑,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,48,48,4,1,俺,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,1.235,0,49,49,10,1,优秀,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.7421,0,50,50,61,1,我的,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.8594,0,51,51,73,1,自己,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.712,0,52,52,51,1,我的,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.8113,0,53,53,28,1,活泼,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,1.0249,0,54,54,30,1,卑鄙,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.7624,0,55,55,17,1,勇敢,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.9831,0,56,56,47,1,固执,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.7534,0,57,57,77,1,他的,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5314,0,58,58,68,1,他人,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.6873,0,59,59,32,1,愚蠢,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.635,0,60,60,7,1,他的,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5593,0,61,61,6,1,他们,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,0,0.7864,0,62,62,20,1,认真,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.8473,0,63,63,29,1,诚恳,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.6006,0,64,64,45,1,猖狂,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.6406,0,65,65,35,1,消极,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.5999,0,66,66,5,1,他,e,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.7527,0,67,67,52,1,我们,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,1,0.6263,0,68,68,0,1,我,i,,,,,,,,,,,,
,,,,,,,,,,,,,1,001,2025-01-02_16h59.21.146,IAT(Formal),2021.2.3,Win32,163.9344262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,0.6038,0,69,69,56,1,他们,e,,,,,,,,,,,,
